record_id,insect_id,plant_name,plant_family,observation_type,plant_part,life_stage,reference,notes
572,species-2219,不明 (日本では),,野外（国内）,葉,幼虫,,
573,species-2220,不明,,野外（国内）,葉,幼虫,,
574,species-2221,不明,,野外（国内）,葉,幼虫,,
575,species-2222,"イヌコリヤナギ, キツネヤナギ, オノエヤナギ, カワヤナギ",ヤナギ科,野外（国内）,葉,幼虫,,
576,species-2224,不明,,野外（国内）,葉,幼虫,,
577,species-2225,不明,,野外（国内）,葉,幼虫,,
578,species-2227,不明,,野外（国内）,葉,幼虫,,
579,species-2228,"ヨーロッパクロマツ, ハイマツ",マツ科,野外（国内）,葉,幼虫,,
580,species-2229,クロマツ,マツ科,野外（国内）,葉,幼虫,,
581,species-2230,不明,,野外（国内）,葉,幼虫,,
582,species-2231,不明,,野外（国内）,葉,幼虫,,
583,species-2261,不明 (日本では),,野外（国内）,葉,幼虫,,
584,species-2262,不明 (日本では),,野外（国内）,葉,幼虫,,
585,species-2263,不明,,野外（国内）,葉,幼虫,,
586,species-2265,不明,,野外（国内）,葉,幼虫,,
587,species-2266,不明,,野外（国内）,葉,幼虫,,
588,species-2268,不明,,野外（国内）,葉,幼虫,,
589,species-2269,不明 (日本では),,野外（国内）,葉,幼虫,,
590,species-2273,不明,,野外（国内）,葉,幼虫,,
591,species-2274,不明 (日本では),,野外（国内）,葉,幼虫,,
592,species-2275,不明 (日本では),,野外（国内）,葉,幼虫,,
593,species-2276,"ヨモギ, オオヨモギ, ニガヨモギ, 栽培キク",キク科,野外（国内）,葉,幼虫,,
594,species-2278,ヨモギ,キク科,野外（国内）,葉,幼虫,,
595,species-2285,不明,,野外（国内）,葉,幼虫,,
596,species-3433,イノデ,オシダ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
597,species-3434,リュウビンタイ,リュウビンタイ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
598,species-3434,ホウビガンジュ,フルシダ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
599,species-3434,イワヒトデ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
600,species-3434,オオイワヒトデ,ウラボシ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
601,species-3434,オニヤブソテツ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
602,species-3434,クマワラビ,オシダ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
603,species-3434,イノモトソウ,イノモトソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
604,species-3434,イシカグマ,コバノイシカグマ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
605,species-3434,ゼンマイ,ゼンマイ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
606,species-3434,オオイワヒトデ,以上ウラボシ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
607,species-3435,クリ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
608,species-3435,クヌギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
609,species-3435,コナラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
610,species-3435,アベマキ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
611,species-3435,ミズナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
612,species-3435,アベマキ,以上ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
613,species-3435,ミズナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
614,species-3436,サワシバ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
615,species-3436,ツノハシバミ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
616,species-3436,オニグルミ (クルミ),,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
617,species-3436,ツノハシバミ,以上カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
618,species-3436,オニグルミ,クルミ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
619,species-3437,カマツカ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
620,species-3438,ノグルミ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
621,species-3438,オニグルミ,クルミ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
622,species-3438,オニグルミ,以上クルミ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
623,species-3439,クリ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
624,species-3439,クヌギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
625,species-3439,コナラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
626,species-3439,アベマキ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
627,species-3439,アベマキ,以上ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
628,species-3440,ダケカンバ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
629,species-3440,ツノハシバミ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
630,species-3440,ブナ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
631,species-3440,イヌブナ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
632,species-3440,ミズナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
633,species-3440,ツノハシバミ,以上カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
634,species-3440,ミズナラ,以上ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
635,species-3442,ダケカンバ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
636,species-3442,シラカンバ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
637,species-3442,シナノキ,アオイ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
638,species-3442,カシワ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
639,species-3442,シラカンバ,以上カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
640,species-3443,ヤシャブシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
641,species-3443,ヤマハンノキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
642,species-3443,ハンノキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
643,species-3443,ヤハズハンノキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
644,species-3443,ダケカンバ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
645,species-3443,ウダイカンバ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
646,species-3443,シラカンバ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
647,species-3443,シラカンバ,以上カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
648,species-3444,アカガシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
649,species-3444,クヌギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
650,species-3444,アラカシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
651,species-3444,シラカシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
652,species-3444,コナラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
653,species-3444,アベマキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
654,species-3445,スダジイ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
655,species-3446,ヌルデ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
656,species-3447,ツタウルシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
657,species-3447,ヤマウルシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
658,species-3447,ウルシ,ウルシ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
659,species-3447,ウルシ,以上ウルシ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
660,species-3448,ハゼノキ,ウルシ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
661,species-3449,イスノキ,マンサク科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
662,species-3450,ミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
663,species-3451,ヤマボウシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
664,species-3451,ミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
665,species-3451,ミズキ,以上ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
666,species-3452,クマノミズキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
667,species-3452,ミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
668,species-3452,ミズキ,以上ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
669,species-3453,ヤマボウシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
670,species-3453,クマノミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
671,species-3453,クマノミズキ,以上ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
672,species-3454,ヤマボウシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
673,species-3454,クマノミズキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
674,species-3454,ミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
675,species-3454,ミズキ,以上ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
676,species-3455,クマノミズキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
677,species-3455,ミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
678,species-3455,ミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
679,species-3456,アラカシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
680,species-3456,ウラジロガシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
681,species-3456,コナラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
682,species-3456,ミズナラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
683,species-3456,クヌギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
684,species-3457,シラカシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
685,species-3458,ズミ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
686,species-3458,リンゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
687,species-3458,不明,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
688,species-3459,クヌギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
689,species-3459,アラカシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
690,species-3459,シラカシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
691,species-3459,ウバメガシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
692,species-3460,ガマズミ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
693,species-3460,ハクサンボク,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
694,species-3460,サンゴジュ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
695,species-3460,カンボク,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
696,species-3460,ゴマギ,レンプクソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
697,species-3460,ノブドウ,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
698,species-3460,ゴマギ,以上レンプクソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
699,species-3461,ガマズミ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
700,species-3461,オオカメノキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
701,species-3461,カンボク,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
702,species-3461,テマリカンボク,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
703,species-3461,ゴマギ,レンプクソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
704,species-3461,チドリノキ,ムクロジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
705,species-3461,ゴマギ,以上レンプクソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
706,species-3462,ハクサンボク,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
707,species-3462,サンゴジュ,レンプクソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
708,species-3462,サンゴジュ,以上レンプクソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
709,species-3463,モチノキ,モチノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
710,species-3465,ユズリハ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
711,species-3466,ウリノキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
712,species-3467,ウリノキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
713,species-3468,ヤマボウシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
714,species-3468,ミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
715,species-3468,ミズキ,以上ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
716,species-3469,クロイチゴ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
717,species-3469,モミジイチゴ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
718,species-3469,エビガライチゴ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
719,species-3469,カジイチゴ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
720,species-3469,その他キイチゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
721,species-3469,その他キイチゴ,以上バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
722,species-3470,オオカメノキ,レンプクソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
723,species-3471,アラカシ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
724,species-3472,ミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
725,species-3473,コゴメウツギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
726,species-3473,モミジイチゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
727,species-3473,モミジイチゴ,以上バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
728,species-3474,キイチゴ属,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
729,species-3475,カジイチゴ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
730,species-3475,コジキイチゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
731,species-3475,コジキイチゴ,以上バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
732,species-3476,クサイチゴ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
733,species-3476,フユイチゴ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
734,species-3476,モミジイチゴ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
735,species-3476,ノイバラ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
736,species-3476,ノイバラ,以上バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
737,species-3479,シラカンバ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
738,species-3480,クマシデ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
739,species-3480,サワシバ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
740,species-3480,サワシバ,以上カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
741,species-3481,クヌギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
742,species-3481,ミズナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
743,species-3481,ミズナラ,以上ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
744,species-3482,クヌギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
745,species-3482,コナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
746,species-3482,コナラ,以上ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
747,species-3483,ヤマナラシ属,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
748,species-3483,不明,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
749,species-3484,ヤマナラシ属,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
750,species-3484,不明,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
751,species-3485,ソメイヨシノ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
752,species-3485,ウワミズザクラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
753,species-3485,ナナカマド,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
754,species-3485,ナナカマド,以上バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
755,species-3486,サクラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
756,species-3486,リンゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
757,species-3486,リンゴ,以上バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
758,species-3488,マメザクラ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
759,species-3490,ブナ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
760,species-3492,オニグルミ,クルミ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
761,species-3493,アカガシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
762,species-3493,クヌギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
763,species-3493,ミズナラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
764,species-3493,カシワ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
765,species-3493,カシワ,以上ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
766,species-3495,アカガシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
767,species-3495,ミズナラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
768,species-3495,カシワ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
769,species-3495,アラカシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
770,species-3495,コナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
771,species-3495,コナラ,以上ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
772,species-3498,カバノキ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
773,species-3498,不明,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
774,species-3499,シラカンバ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
775,species-3499,ダケカンバ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
776,species-3499,ダケカンバ,以上カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
777,species-3500,クマシデ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
778,species-3501,クヌギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
779,species-3501,ミズナラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
780,species-3501,カシワ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
781,species-3501,カシワ,以上ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
782,species-3502,クヌギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
783,species-3502,カシワ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
784,species-3502,コナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
785,species-3502,コナラ,以上ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
786,species-3503,サワグルミ,クルミ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
787,species-3505,ミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
788,species-3506,ヤマボウシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
789,species-3506,ミズキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
790,species-3506,クマノミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
791,species-3506,アキニレ,ニレ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
792,species-3506,クマノミズキ,以上ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
793,species-3507,ヤマボウシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
794,species-3507,ミズキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
795,species-3507,クマノミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
796,species-3507,アキニレ,ニレ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
797,species-3507,クマノミズキ,以上ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
798,species-3509,ナツツバキ,ツバキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
799,species-3510,リョウブ,リョウブ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
800,species-3512,ナナカマド,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
801,species-3512,ハシドイ,モクセイ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
802,species-3513,ガマズミ属,レンプクソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
803,species-3514,ユズリハ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
804,species-3514,ヒメユズリハ,ユズリハ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
805,species-3514,ヒメユズリハ,以上ユズリハ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
806,species-3515,ヒメユズリハ,ユズリハ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
807,species-3516,ガマズミ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
808,species-3516,コバノガマズミ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
809,species-3516,オトコヨウゾメ,レンプクソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
810,species-3516,オトコヨウゾメ,以上レンプクソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
811,species-3518,サンゴジュ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
812,species-3518,オオデマリ,レンプクソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
813,species-3518,オオデマリ,以上レンプクソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
814,species-3522,ハマクサギ類,シソ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
815,species-3523,ハマクサギ類,シソ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
816,species-3523,台湾でハマクサギ類,シソ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
817,species-3524,ガマズミ,レンプクソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
818,species-3525,ヒメユズリハ,ユズリハ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
819,species-3526,アカネ科 (台湾での記録),,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
820,species-3526,台湾ではアカネ科を食べるという,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
821,species-3527,ギョクシンカ,アカネ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
822,species-3527,不明,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
823,species-3527,ギョクシンカ,アカネ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
824,species-3528,クチナシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
825,species-3528,ギョクシンカ,アカネ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
826,species-3528,ギョクシンカ,以上アカネ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
827,species-3530,アカミズキ,アカネ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
828,species-3534,ガガイモ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
829,species-3534,オオカモメヅル,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
830,species-3534,コカモメヅル,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
831,species-3534,トキワカモメヅル,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
832,species-3534,ナンゴクカモメヅル,キョウチクトウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
833,species-3534,ナンゴクカモメヅル,以上キョウチクトウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
834,species-3538,Endospermum,トウダイグサ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
835,species-3539,シラカンバ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
836,species-3540,イタリアポプラ,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
837,species-3541,ヤナギ科,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
838,species-3541,ブナ科,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
839,species-3541,ニシキギ科,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
840,species-3541,ツツジ科,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
841,species-3541,モクセイ科,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
842,species-3541,スイカズラ科,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
843,species-3543,オヒョウ,ニレ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
844,species-3543,同じUlmus 属のハルニレ,ニレ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
845,species-3544,ツルウメモドキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
846,species-3544,クロヅル,以上ニシキギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
847,species-3544,沖縄島ではテリハツルウメモドキ,ニシキギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
848,species-3545,ハルニレ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
849,species-3546,イヌコリヤナギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
850,species-3546,キクヤナギとセイヨウハコヤナギ,以上ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
851,species-3547,マユミ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
852,species-3547,コマユミ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
853,species-3547,ヒロハツリバナ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
854,species-3547,ツルウメモドキ,以上ニシキギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
855,species-3548,マサキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
856,species-3548,コマユミ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
857,species-3548,ツルマサキ,以上ニシキギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
858,species-3548,沖縄島では,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑1,
