record_id,insect_id,plant_name,plant_family,observation_type,plant_part,life_stage,reference,notes
2635,species-4675,ミズナラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2636,species-4675,ブナ,以上ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2637,species-4675,シナノキ,アオイ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2638,species-4676,カエデ属,ムクロジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2639,species-4677,カエデ類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2640,species-4677,トチノキ,以上ムクロジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2641,species-4678,ヤマハギ,マメ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2642,species-4679,ヤシャブシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2643,species-4679,ヒメヤシャブシ,以上カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2644,species-4679,ヤナギ類,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2645,species-4679,カツラ,カツラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2646,species-4680,スギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2647,species-4680,ヒノキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2648,species-4680,コノテガシワ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2649,species-4680,サワラ,以上ヒノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2650,species-4680,ヒマラヤスギ,マツ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2651,species-4681,リンゴ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2652,species-4681,ナシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2653,species-4681,サクラ類,以上バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2654,species-4681,ヤナギ類,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2655,species-4681,クヌギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2656,species-4681,アベマキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2657,species-4681,コナラ,以上ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2658,species-4681,イタドリ,タデ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2659,species-4681,カキノキ,カキノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2660,species-4681,サンゴジュ,レンプクソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2661,species-4681,ハリエンジュ,マメ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2662,species-4681,オニグルミ,クルミ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2663,species-4682,クヌギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2664,species-4682,コナラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2665,species-4682,クリ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2666,species-4682,カシワ,以上ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2667,species-4683,ハギ類,マメ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2668,species-4684,クヌギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2669,species-4684,コナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2670,species-4685,クヌギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2671,species-4685,アベマキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2672,species-4685,アカガシ,以上ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2673,species-4686,ブドウ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2674,species-4686,ノブドウ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2675,species-4686,不明,以上ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2676,species-4686,タマアジサイ,アジサイ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2677,species-4686,ウラジロマタタビ,マタタビ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2678,species-4687,コナラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2679,species-4687,アラカシ,以上ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2680,species-4687,オオバヤシャブシ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2681,species-4687,ミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2682,species-4687,アカメガシワ,トウダイグサ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2683,species-4687,チシャノキ,ムラサキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2684,species-4688,ダイズ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2685,species-4688,フジ,以上マメ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2686,species-4688,ミカイドウ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2687,species-4688,不明,以上バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2688,species-4688,ケヤキ,ニレ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2689,species-4688,エノキ,アサ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2690,species-4688,クヌギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2691,species-4688,コナラ,以上ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2692,species-4688,ウツギ,アジサイ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2693,species-4689,クロマメノキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2694,species-4689,エゾツツジ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2695,species-4689,キバナシャクナゲ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2696,species-4689,ウラシマツツジ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2697,species-4689,コメバツガザクラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2698,species-4689,チシマツガザクラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2699,species-4689,イワヒゲ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2700,species-4689,ガンコウラン,以上ツツジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2701,species-4689,エゾノタカネヤナギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2702,species-4689,ミヤマヤナギ,以上ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2703,species-4689,ダイセツイワスゲ,カヤツリグサ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2704,species-4690,コナラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2705,species-4690,クヌギ,以上ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2706,species-4690,リンゴ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2707,species-4690,ウメ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2708,species-4690,サクラ,以上バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2709,species-4690,ダイズ,マメ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2710,species-4691,バラ科,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2711,species-4691,クワ科,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2712,species-4691,ブナ科,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2713,species-4691,ヤナギ科,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2714,species-4691,カバノキ科,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2715,species-4691,マメ科,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2716,species-4691,アサ科,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2717,species-4691,アオイ科,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2718,species-4692,イジュ,ツバキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2719,species-4692,マルヤマカンコノキ,コミカンソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2720,species-4692,トウゴマ,トウダイグサ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2721,species-4692,イスノキ,マンサク科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2722,species-4692,ハマセンダン,ミカン科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2723,species-4692,サイハイデイゴ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2724,species-4692,ギンネム,以上マメ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2725,species-4692,アコウ,クワ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2726,species-4692,ヤマモモ,ヤマモモ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2727,species-4692,不明,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2728,species-4693,イジュ,ツバキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2729,species-4693,スダジイ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2730,species-4693,ヤマモモ,ヤマモモ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2731,species-4693,イスノキ,マンサク科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2732,species-4693,不明,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2733,species-4693,サルスベリ,ミソハギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2734,species-4694,スゲの一種,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2735,species-4694,マツカサススキ,以上カヤツリグサ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2736,species-4694,ヒメガマ,ガマ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2737,species-4694,不明,イネ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2738,species-4698,ケヤキ,,野外（国内）,葉,幼虫,,
2739,species-4698,ハルニレ,以上ニレ科,野外（国内）,葉,幼虫,,
2740,species-4699,アワブキ,アワブキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2741,species-4700,ブナ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2742,species-4700,イヌブナ,以上ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2743,species-4703,カマツカ,,野外（国内）,葉,幼虫,,
2744,species-4703,ズミ,以上バラ科,野外（国内）,葉,幼虫,,
2745,species-4703,ブナ,ブナ科,野外（国内）,葉,幼虫,,
2746,species-4703,ニワトコ,レンプクソウ科,野外（国内）,葉,幼虫,,
2747,species-4704,セイヨウハコヤナギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2748,species-4704,ドロヤナギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2749,species-4704,ミヤマヤナギ,以上ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2750,species-4705,ポプラ,,野外（国内）,葉,幼虫,,
2751,species-4705,ドロノキ,,野外（国内）,葉,幼虫,,
2752,species-4705,ミネヤナギ,以上ヤナギ科,野外（国内）,葉,幼虫,,
2753,species-4706,ミズキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2754,species-4706,クマノミズキ,以上ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2755,species-4707,ハルニレ,ニレ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2756,species-4708,アカシデ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2757,species-4710,ハシバミ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2758,species-4710,アサダ,以上カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2759,species-4710,サクラ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2760,species-4711,ヒノキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2761,species-4711,ビャクシン,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2762,species-4711,ハイビャクシン,以上ヒノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2763,species-4712,リンゴ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2764,species-4712,ナシ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2765,species-4712,モモ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2766,species-4712,ウメ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2767,species-4712,ソメイヨシノ,以上バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2768,species-4712,ヤナギ類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2769,species-4712,セイヨウハコヤナギ,以上ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2770,species-4712,クヌギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2771,species-4712,ミズナラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2772,species-4712,カシワ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2773,species-4712,アラカシ,以上ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2774,species-4712,ハルニレ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2775,species-4712,ケヤキ,以上ニレ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2776,species-4712,ウルシ,ウルシ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2777,species-4712,ミヤマキリシマ,ツツジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2778,species-4712,ブドウ,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2779,species-4712,シナノキ,アオイ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2780,species-4712,ハンノキ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2781,species-4712,カキノキ,カキノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2782,species-4713,オオバギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2783,species-4713,トウゴマ,以上トウダイグサ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2784,species-4714,クヌギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2785,species-4714,ブナ,以上ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2786,species-4714,シラカンバ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2787,species-4714,マツ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2788,species-4714,カラマツ,以上マツ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2789,species-4715,アラカシ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2790,species-4717,クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2791,species-4718,イスノキ,マンサク科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2792,species-4718,アカギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2793,species-4718,オオシマコパンノキ,以上コミカンソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2794,species-4718,モクマオウ,モクマオウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2795,species-4718,サカキ,サカキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2796,species-4718,ホルトノキ,ホルトノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2797,species-4719,サワグルミ,,野外（国内）,葉,幼虫,,
2798,species-4719,オニグルミ,,野外（国内）,葉,幼虫,,
2799,species-4719,カシグルミ,以上クルミ科,野外（国内）,葉,幼虫,,
2800,species-4720,モミ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2801,species-4720,カラマツ,以上マツ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2802,species-4721,カシワ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2803,species-4721,クヌギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2804,species-4721,コナラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2805,species-4721,クリ,以上ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2806,species-4721,サクラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2807,species-4721,リンゴ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2808,species-4721,ナシ,以上バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2809,species-4721,ハゼノキ,ウルシ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2810,species-4721,ケヤキ,ニレ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2811,species-4721,イスノキ,マンサク科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2812,species-4721,モクマオウ,モクマオウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2813,species-4722,イヌビワ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2814,species-4722,オオイタビ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2815,species-4722,ガジュマル,以上クワ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2816,species-4725,。サクラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2817,species-4725,ウメ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2818,species-4725,不明,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2819,species-4725,ズミ,以上バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2820,species-4725,クヌギ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2821,species-4725,コナラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2822,species-4725,クリ,以上ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2823,species-4725,イタドリ,タデ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2824,species-4725,アカメガシワ,トウダイグサ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2825,species-4725,カキノキ,カキノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2826,species-4725,グラジオラス,アヤメ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2827,species-4725,ヤブマオ,イラクサ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2828,species-4726,スダジイ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2829,species-4726,ホウロクイチゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2830,species-4728,。ヤシャブシ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2831,species-4728,ヤマナラシ,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2832,species-4728,マンサク,マンサク科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2833,species-4728,リョウブ,リョウブ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2834,species-4728,ハクウンボク,エゴノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2835,species-4728,ツツジ科,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2836,species-4728,タニウツギ,スイカズラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2837,species-4728,クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2838,species-4728,カジカエデ,ムクロジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2839,species-4729,クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2840,species-4730,。サクラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2841,species-4730,リンゴ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2842,species-4730,ウメ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2843,species-4730,ソメイヨシノ,以上バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2844,species-4730,不明,クワ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2845,species-4730,ナツメ,クロウメモドキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2846,species-4730,クリ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2847,species-4730,コナラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2848,species-4730,クヌギ,以上ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2849,species-4730,フジ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2850,species-4730,ネムノキ,以上マメ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2851,species-4730,イヌザンショウ,ミカン科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2852,species-4730,ジャガイモ,ナス科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2853,species-4730,クチナシ,アカネ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2854,species-4730,イタドリ,タデ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2855,species-4730,オニグルミ,クルミ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2856,species-4731,ダイコン,アブラナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2857,species-4731,ゴボウ,キク科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2858,species-4731,不明,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2859,species-4731,トウゴマ,トウダイグサ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2860,species-4732,。ヒサカキ,サカキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2861,species-4732,サクラ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2862,species-4732,不明,以上バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2863,species-4732,ハリエンジュ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2864,species-4732,ニセアカシア,マメ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2865,species-4732,イジュ,ツバキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2866,species-4732,ケタデ,タデ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2867,species-4732,マルヤマカンコノキ,コミカンソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2868,species-4732,シマアザミ,キク科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2869,species-4732,リュウキュウボタンヅル,キンポウゲ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2870,species-4733,チャノキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2871,species-4733,ツバキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2872,species-4733,サザンカ,以上ツバキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2873,species-4734,地衣類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2874,species-4735,地衣類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2875,species-4737,地衣類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2876,species-4740,地衣類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2877,species-4743,地衣類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2878,species-4745,地衣類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2879,species-4746,地衣類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2880,species-4746,アラカシ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2881,species-4748,地衣類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2882,species-4749,地衣類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2883,species-4749,不明,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2884,species-4759,地衣類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2885,species-4762,クスノキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2886,species-4762,アラカシ,以上ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2887,species-4762,ツバキ,ツバキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2888,species-4762,タブノキ,クスノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2889,species-4764,タニウツギ,スイカズラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2890,species-4765,地衣類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2891,species-4765,アラカシ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2892,species-4768,地衣類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2893,species-4774,地衣類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2894,species-4780,地衣類,,野外（国内）,葉,幼虫,,
2895,species-4789,地衣類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2896,species-4791,地衣類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2897,species-4794,アラカシ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2898,species-4794,ミミズバイ,ハイノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2899,species-4794,ヒサカキ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2900,species-4794,サカキ,以上サカキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2901,species-4796,地衣類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2902,species-4797,地衣類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2903,species-4797,不明,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2904,species-4800,地衣類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2905,species-4800,不明,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2906,species-4801,地衣類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2907,species-4804,フジ,マメ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2908,species-4804,地衣類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2909,species-4805,地衣類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2910,species-4807,カナメモチ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2911,species-4810,ウメ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2912,species-4810,イタドリ,タデ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2913,species-4811,ヒメジョオン,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2914,species-4811,タケダグサ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2915,species-4811,サワオグルマ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2916,species-4811,コウゾリナ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
2917,species-4811,スイゼンジナ,以上キク科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑2,
